gameid,date,season,type,player,team,MIN,FGA,FTA,TOV,PTS,USG%,TS%,eFG%,raptor_offense,raptor_defense,raptor_total,war_total,team5yoffrating,team5yeoff_rating,total_MIN_played,USG,TS,OffStr_1
41900304,2020-09-23,2020,playoff,Duncan Robinson,MIA,23,5,3,0,3,11.895351025785809,0.2373417721518987,0.0,3.7889482362727,-1.92752726638952,1.86142096988318,1.45998749614793,111.66338028169017,109.52957746478874,599,11.895351025785809,0.2373417721518987,False
41900305,2020-09-25,2020,playoff,Duncan Robinson,MIA,37,15,4,0,20,19.54867109796687,0.5966587112171837,0.5666666666666667,3.7889482362727,-1.92752726638952,1.86142096988318,1.45998749614793,111.66338028169017,109.52957746478874,599,19.54867109796687,0.5966587112171837,False
41900306,2020-09-27,2020,playoff,Duncan Robinson,MIA,34,8,0,1,15,12.283335608025112,0.9375,0.9375,3.7889482362727,-1.92752726638952,1.86142096988318,1.45998749614793,111.66338028169017,109.52957746478874,599,12.283335608025112,0.9375,False
41900401,2020-09-30,2020,playoff,Duncan Robinson,MIA,27,3,0,0,0,5.14842100728103,0.0,0.0,3.7889482362727,-1.92752726638952,1.86142096988318,1.45998749614793,111.66338028169017,109.52957746478874,599,5.14842100728103,0.0,False
41900402,2020-10-02,2020,playoff,Duncan Robinson,MIA,22,7,3,0,9,19.116182890403618,0.5408653846153846,0.4285714285714285,3.7889482362727,-1.92752726638952,1.86142096988318,1.45998749614793,111.66338028169017,109.52957746478874,599,19.116182890403618,0.5408653846153846,False
41900403,2020-10-04,2020,playoff,Duncan Robinson,MIA,39,12,2,0,13,15.523215523215525,0.5046583850931676,0.4583333333333333,3.7889482362727,-1.92752726638952,1.86142096988318,1.45998749614793,111.66338028169017,109.52957746478874,599,15.523215523215525,0.5046583850931676,False
41900404,2020-10-06,2020,playoff,Duncan Robinson,MIA,33,7,6,1,17,15.816788575409266,0.8817427385892116,0.7857142857142857,3.7889482362727,-1.92752726638952,1.86142096988318,1.45998749614793,111.66338028169017,109.52957746478874,599,15.816788575409266,0.8817427385892116,False
41900405,2020-10-09,2020,playoff,Duncan Robinson,MIA,37,15,3,1,26,21.35012378010107,0.7965686274509803,0.7666666666666667,3.7889482362727,-1.92752726638952,1.86142096988318,1.45998749614793,111.66338028169017,109.52957746478874,599,21.35012378010107,0.7965686274509803,False
41900406,2020-10-11,2020,playoff,Duncan Robinson,MIA,34,8,1,2,10,14.495302448280649,0.5924170616113744,0.5625,3.7889482362727,-1.92752726638952,1.86142096988318,1.45998749614793,111.66338028169017,109.52957746478874,599,14.495302448280649,0.5924170616113744,False
41900131,2020-08-18,2020,playoff,Kelly Olynyk,MIA,14,4,0,0,5,13.635077793493636,0.625,0.625,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,13.635077793493636,0.625,False
41900132,2020-08-20,2020,playoff,Kelly Olynyk,MIA,12,4,2,2,7,26.27044989775051,0.7172131147540983,0.625,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,26.27044989775051,0.7172131147540983,False
41900133,2020-08-22,2020,playoff,Kelly Olynyk,MIA,14,2,0,1,2,9.069697425861811,0.5,0.5,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,9.069697425861811,0.5,False
41900134,2020-08-24,2020,playoff,Kelly Olynyk,MIA,16,9,0,1,11,27.233115468409583,0.6111111111111112,0.6111111111111112,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,27.233115468409583,0.6111111111111112,False
41900201,2020-08-31,2020,playoff,Kelly Olynyk,MIA,8,1,2,0,4,10.124240257418665,1.0638297872340423,1.5,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,10.124240257418665,1.0638297872340423,False
41900202,2020-09-02,2020,playoff,Kelly Olynyk,MIA,16,6,0,1,11,20.068043395508187,0.9166666666666666,0.9166666666666666,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,20.068043395508187,0.9166666666666666,False
41900204,2020-09-06,2020,playoff,Kelly Olynyk,MIA,10,3,1,1,3,20.756414762741652,0.436046511627907,0.3333333333333333,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,20.756414762741652,0.436046511627907,False
41900205,2020-09-08,2020,playoff,Kelly Olynyk,MIA,17,7,3,3,12,30.695800891129217,0.7211538461538461,0.6428571428571429,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,30.695800891129217,0.7211538461538461,False
41900301,2020-09-15,2020,playoff,Kelly Olynyk,MIA,10,3,2,0,4,18.81083058909623,0.5154639175257733,0.3333333333333333,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,18.81083058909623,0.5154639175257733,False
41900302,2020-09-17,2020,playoff,Kelly Olynyk,MIA,13,6,1,0,5,22.423267109459584,0.3881987577639751,0.4166666666666667,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,22.423267109459584,0.3881987577639751,False
41900303,2020-09-19,2020,playoff,Kelly Olynyk,MIA,13,6,4,0,3,25.25931575506646,0.1932989690721649,0.0,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,25.25931575506646,0.1932989690721649,False
41900401,2020-09-30,2020,playoff,Kelly Olynyk,MIA,18,5,2,1,4,17.710568265046746,0.3401360544217687,0.2,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,17.710568265046746,0.3401360544217687,False
41900402,2020-10-02,2020,playoff,Kelly Olynyk,MIA,37,16,5,2,24,27.596256745372155,0.6593406593406593,0.65625,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,27.596256745372155,0.6593406593406593,False
41900403,2020-10-04,2020,playoff,Kelly Olynyk,MIA,31,9,4,0,17,16.3147719949964,0.7899628252788105,0.7222222222222222,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,16.3147719949964,0.7899628252788105,False
41900404,2020-10-06,2020,playoff,Kelly Olynyk,MIA,12,4,2,1,4,24.03735632183908,0.4098360655737705,0.25,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,24.03735632183908,0.4098360655737705,False
41900406,2020-10-11,2020,playoff,Kelly Olynyk,MIA,15,7,0,0,9,22.029897718332023,0.6428571428571429,0.6428571428571429,1.86436590678081,3.056770733237,4.92113664001781,1.05110857790925,111.66338028169017,109.52957746478874,256,22.029897718332023,0.6428571428571429,False
41900101,2020-08-18,2020,playoff,Brook Lopez,MIL,30,9,2,1,5,14.651340996168582,0.2530364372469635,0.2222222222222222,-0.780756336019825,-0.261286767444575,-1.0420431034644,0.293123095411672,111.47678571428573,109.51428571428572,328,14.651340996168582,0.2530364372469635,False
41900102,2020-08-20,2020,playoff,Brook Lopez,MIL,33,12,0,1,20,16.36321853488348,0.8333333333333334,0.8333333333333334,-0.780756336019825,-0.261286767444575,-1.0420431034644,0.293123095411672,111.47678571428573,109.51428571428572,328,16.36321853488348,0.8333333333333334,False
41900103,2020-08-22,2020,playoff,Brook Lopez,MIL,30,10,0,2,16,18.01265351693338,0.8,0.8,-0.780756336019825,-0.261286767444575,-1.0420431034644,0.293123095411672,111.47678571428573,109.51428571428572,328,18.01265351693338,0.8,False
41900104,2020-08-24,2020,playoff,Brook Lopez,MIL,31,9,0,1,10,13.795323385372358,0.5555555555555556,0.5555555555555556,-0.780756336019825,-0.261286767444575,-1.0420431034644,0.293123095411672,111.47678571428573,109.51428571428572,328,13.795323385372358,0.5555555555555556,False
41900105,2020-08-29,2020,playoff,Brook Lopez,MIL,28,12,1,2,16,21.82773847157409,0.6430868167202572,0.625,-0.780756336019825,-0.261286767444575,-1.0420431034644,0.293123095411672,111.47678571428573,109.51428571428572,328,21.82773847157409,0.6430868167202572,False
41900201,2020-08-31,2020,playoff,Brook Lopez,MIL,27,10,4,1,24,21.424436576181645,1.020408163265306,1.0,-0.780756336019825,-0.261286767444575,-1.0420431034644,0.293123095411672,111.47678571428573,109.51428571428572,328,21.424436576181645,1.020408163265306,False
41900202,2020-09-02,2020,playoff,Brook Lopez,MIL,32,8,4,1,16,13.894628099173554,0.819672131147541,0.8125,-0.780756336019825,-0.261286767444575,-1.0420431034644,0.293123095411672,111.47678571428573,109.51428571428572,328,13.894628099173554,0.819672131147541,False
41900203,2020-09-04,2020,playoff,Brook Lopez,MIL,38,17,3,3,22,25.112389328412416,0.6004366812227074,0.5588235294117647,-0.780756336019825,-0.261286767444575,-1.0420431034644,0.293123095411672,111.47678571428573,109.51428571428572,328,25.112389328412416,0.6004366812227074,False
41900204,2020-09-06,2020,playoff,Brook Lopez,MIL,42,11,3,0,14,13.675815153647669,0.5681818181818181,0.5454545454545454,-0.780756336019825,-0.261286767444575,-1.0420431034644,0.293123095411672,111.47678571428573,109.51428571428572,328,13.675815153647669,0.5681818181818181,False
41900205,2020-09-08,2020,playoff,Brook Lopez,MIL,37,16,3,0,15,19.88964281630008,0.4330254041570439,0.4375,-0.780756336019825,-0.261286767444575,-1.0420431034644,0.293123095411672,111.47678571428573,109.51428571428572,328,19.88964281630008,0.4330254041570439,False
41900101,2020-08-18,2020,playoff,Donte DiVincenzo,MIL,13,6,0,0,2,18.645654548291464,0.1666666666666666,0.1666666666666666,-3.54689108361007,0.791619717945678,-2.75527136566439,-0.000462319961258,111.47678571428573,109.51428571428572,165,18.645654548291464,0.1666666666666666,False
41900102,2020-08-20,2020,playoff,Donte DiVincenzo,MIL,11,9,4,2,11,48.1833850396415,0.5111524163568774,0.5,-3.54689108361007,0.791619717945678,-2.75527136566439,-0.000462319961258,111.47678571428573,109.51428571428572,165,48.1833850396415,0.5111524163568774,False
41900103,2020-08-22,2020,playoff,Donte DiVincenzo,MIL,19,6,0,2,6,18.960687912561458,0.5,0.5,-3.54689108361007,0.791619717945678,-2.75527136566439,-0.000462319961258,111.47678571428573,109.51428571428572,165,18.960687912561458,0.5,False
41900104,2020-08-24,2020,playoff,Donte DiVincenzo,MIL,12,2,4,0,5,13.399857448325015,0.6648936170212766,0.5,-3.54689108361007,0.791619717945678,-2.75527136566439,-0.000462319961258,111.47678571428573,109.51428571428572,165,13.399857448325015,0.6648936170212766,False
41900105,2020-08-29,2020,playoff,Donte DiVincenzo,MIL,12,2,2,1,4,13.685165671467042,0.6944444444444444,0.75,-3.54689108361007,0.791619717945678,-2.75527136566439,-0.000462319961258,111.47678571428573,109.51428571428572,165,13.685165671467042,0.6944444444444444,False
41900201,2020-08-31,2020,playoff,Donte DiVincenzo,MIL,14,1,2,1,1,9.325818339475395,0.2659574468085106,0.0,-3.54689108361007,0.791619717945678,-2.75527136566439,-0.000462319961258,111.47678571428573,109.51428571428572,165,9.325818339475395,0.2659574468085106,False
41900202,2020-09-02,2020,playoff,Donte DiVincenzo,MIL,8,1,0,0,0,5.1652892561983474,0.0,0.0,-3.54689108361007,0.791619717945678,-2.75527136566439,-0.000462319961258,111.47678571428573,109.51428571428572,165,5.1652892561983474,0.0,False
41900203,2020-09-04,2020,playoff,Donte DiVincenzo,MIL,21,8,0,1,10,19.182607768956142,0.625,0.625,-3.54689108361007,0.791619717945678,-2.75527136566439,-0.000462319961258,111.47678571428573,109.51428571428572,165,19.182607768956142,0.625,False
41900204,2020-09-06,2020,playoff,Donte DiVincenzo,MIL,27,7,3,1,10,16.093257226262153,0.6009615384615384,0.5714285714285714,-3.54689108361007,0.791619717945678,-2.75527136566439,-0.000462319961258,111.47678571428573,109.51428571428572,165,16.093257226262153,0.6009615384615384,False
41900205,2020-09-08,2020,playoff,Donte DiVincenzo,MIL,28,9,5,2,17,20.030727382631476,0.7589285714285715,0.7222222222222222,-3.54689108361007,0.791619717945678,-2.75527136566439,-0.000462319961258,111.47678571428573,109.51428571428572,165,20.030727382631476,0.7589285714285715,False
41900101,2020-08-18,2020,playoff,George Hill,MIL,27,9,5,1,16,18.25432599604337,0.7142857142857143,0.6666666666666666,2.95623611264793,0.85985372153888,3.8160898341868,4.20900148270806,111.47678571428573,109.51428571428572,269,18.25432599604337,0.7142857142857143,False
41900102,2020-08-20,2020,playoff,George Hill,MIL,19,2,0,1,2,6.558536983617265,0.5,0.5,2.95623611264793,0.85985372153888,3.8160898341868,4.20900148270806,111.47678571428573,109.51428571428572,269,6.558536983617265,0.5,False
41900103,2020-08-22,2020,playoff,George Hill,MIL,19,6,2,2,8,21.04636358294321,0.5813953488372093,0.5833333333333334,2.95623611264793,0.85985372153888,3.8160898341868,4.20900148270806,111.47678571428573,109.51428571428572,269,21.04636358294321,0.5813953488372093,False
41900104,2020-08-24,2020,playoff,George Hill,MIL,23,5,4,2,9,16.28807834144225,0.6656804733727811,0.5,2.95623611264793,0.85985372153888,3.8160898341868,4.20900148270806,111.47678571428573,109.51428571428572,269,16.28807834144225,0.6656804733727811,False
41900105,2020-08-29,2020,playoff,George Hill,MIL,23,3,8,1,11,13.838518043401905,0.843558282208589,0.6666666666666666,2.95623611264793,0.85985372153888,3.8160898341868,4.20900148270806,111.47678571428573,109.51428571428572,269,13.838518043401905,0.843558282208589,False
41900201,2020-08-31,2020,playoff,George Hill,MIL,36,5,5,4,8,14.1038610689597,0.5555555555555556,0.5,2.95623611264793,0.85985372153888,3.8160898341868,4.20900148270806,111.47678571428573,109.51428571428572,269,14.1038610689597,0.5555555555555556,False
41900202,2020-09-02,2020,playoff,George Hill,MIL,26,9,2,1,14,17.29179910998093,0.7085020242914979,0.6666666666666666,2.95623611264793,0.85985372153888,3.8160898341868,4.20900148270806,111.47678571428573,109.51428571428572,269,17.29179910998093,0.7085020242914979,False
41900203,2020-09-04,2020,playoff,George Hill,MIL,31,9,0,1,13,14.43852197663366,0.7222222222222222,0.7222222222222222,2.95623611264793,0.85985372153888,3.8160898341868,4.20900148270806,111.47678571428573,109.51428571428572,269,14.43852197663366,0.7222222222222222,False
41900204,2020-09-06,2020,playoff,George Hill,MIL,37,11,0,3,12,17.64079350286247,0.5454545454545454,0.5454545454545454,2.95623611264793,0.85985372153888,3.8160898341868,4.20900148270806,111.47678571428573,109.51428571428572,269,17.64079350286247,0.5454545454545454,False
41900205,2020-09-08,2020,playoff,George Hill,MIL,28,8,0,0,2,12.139834777352409,0.125,0.125,2.95623611264793,0.85985372153888,3.8160898341868,4.20900148270806,111.47678571428573,109.51428571428572,269,12.139834777352409,0.125,False
41900101,2020-08-18,2020,playoff,Khris Middleton,MIL,31,12,6,4,14,24.291478549150476,0.4781420765027322,0.4166666666666667,3.29597172083578,1.7683259611512,5.06429768198697,1.45571015838189,111.47678571428573,109.51428571428572,355,24.291478549150476,0.4781420765027322,False
41900102,2020-08-20,2020,playoff,Khris Middleton,MIL,31,8,0,4,2,16.078993895319744,0.125,0.125,3.29597172083578,1.7683259611512,5.06429768198697,1.45571015838189,111.47678571428573,109.51428571428572,355,16.078993895319744,0.125,False
41900103,2020-08-22,2020,playoff,Khris Middleton,MIL,31,17,1,3,17,29.69182563597729,0.4873853211009173,0.5,3.29597172083578,1.7683259611512,5.06429768198697,1.45571015838189,111.47678571428573,109.51428571428572,355,29.69182563597729,0.4873853211009173,False
41900104,2020-08-24,2020,playoff,Khris Middleton,MIL,32,19,5,4,21,33.67783321454027,0.4952830188679245,0.4736842105263157,3.29597172083578,1.7683259611512,5.06429768198697,1.45571015838189,111.47678571428573,109.51428571428572,355,33.67783321454027,0.4952830188679245,False
41900105,2020-08-29,2020,playoff,Khris Middleton,MIL,34,16,5,2,21,25.146180706212935,0.576923076923077,0.53125,3.29597172083578,1.7683259611512,5.06429768198697,1.45571015838189,111.47678571428573,109.51428571428572,355,25.146180706212935,0.576923076923077,False
41900201,2020-08-31,2020,playoff,Khris Middleton,MIL,37,24,0,4,28,34.306689086658736,0.5833333333333334,0.5833333333333334,3.29597172083578,1.7683259611512,5.06429768198697,1.45571015838189,111.47678571428573,109.51428571428572,355,34.306689086658736,0.5833333333333334,False
41900202,2020-09-02,2020,playoff,Khris Middleton,MIL,33,15,12,3,23,29.151014274981215,0.5670611439842209,0.4,3.29597172083578,1.7683259611512,5.06429768198697,1.45571015838189,111.47678571428573,109.51428571428572,355,29.151014274981215,0.5670611439842209,False
41900203,2020-09-04,2020,playoff,Khris Middleton,MIL,36,16,2,0,18,20.987193833146836,0.533175355450237,0.5,3.29597172083578,1.7683259611512,5.06429768198697,1.45571015838189,111.47678571428573,109.51428571428572,355,20.987193833146836,0.533175355450237,False
41900204,2020-09-06,2020,playoff,Khris Middleton,MIL,48,28,9,4,36,34.927721088435376,0.5632040050062578,0.4821428571428571,3.29597172083578,1.7683259611512,5.06429768198697,1.45571015838189,111.47678571428573,109.51428571428572,355,34.927721088435376,0.5632040050062578,False
41900205,2020-09-08,2020,playoff,Khris Middleton,MIL,42,25,6,6,23,34.03200349251125,0.4160636758321273,0.36,3.29597172083578,1.7683259611512,5.06429768198697,1.45571015838189,111.47678571428573,109.51428571428572,355,34.03200349251125,0.4160636758321273,False
41900171,2020-08-18,2020,playoff,Danilo Gallinari,OKC,33,17,9,1,29,29.852166525063716,0.6917938931297709,0.5882352941176471,4.29541310096916,-1.0545437808928,3.24086932007636,5.56933255409398,109.54117647058824,107.53529411764706,211,29.852166525063716,0.6917938931297709,False
41900172,2020-08-20,2020,playoff,Danilo Gallinari,OKC,33,12,6,2,17,24.0163290940493,0.5806010928961748,0.4583333333333333,4.29541310096916,-1.0545437808928,3.24086932007636,5.56933255409398,109.54117647058824,107.53529411764706,211,24.0163290940493,0.5806010928961748,False
41900173,2020-08-22,2020,playoff,Danilo Gallinari,OKC,39,12,8,2,20,19.448495092968688,0.6443298969072165,0.5,4.29541310096916,-1.0545437808928,3.24086932007636,5.56933255409398,109.54117647058824,107.53529411764706,211,19.448495092968688,0.6443298969072165,False
41900174,2020-08-24,2020,playoff,Danilo Gallinari,OKC,29,10,2,2,9,18.901169073582867,0.4136029411764705,0.35,4.29541310096916,-1.0545437808928,3.24086932007636,5.56933255409398,109.54117647058824,107.53529411764706,211,18.901169073582867,0.4136029411764705,False
41900175,2020-08-29,2020,playoff,Danilo Gallinari,OKC,22,5,1,4,1,17.075046165955257,0.0919117647058823,0.0,4.29541310096916,-1.0545437808928,3.24086932007636,5.56933255409398,109.54117647058824,107.53529411764706,211,17.075046165955257,0.0919117647058823,False
41900176,2020-08-31,2020,playoff,Danilo Gallinari,OKC,28,17,3,0,25,26.97969042689539,0.6823144104803494,0.6470588235294118,4.29541310096916,-1.0545437808928,3.24086932007636,5.56933255409398,109.54117647058824,107.53529411764706,211,26.97969042689539,0.6823144104803494,False
41900177,2020-09-02,2020,playoff,Danilo Gallinari,OKC,27,6,1,4,4,17.542670682730925,0.3105590062111801,0.3333333333333333,4.29541310096916,-1.0545437808928,3.24086932007636,5.56933255409398,109.54117647058824,107.53529411764706,211,17.542670682730925,0.3105590062111801,False
41900171,2020-08-18,2020,playoff,Dennis Schroder,OKC,32,12,0,2,6,19.626168224299064,0.25,0.25,0.948231920281588,3.6966290689615,4.64486098924308,0.881326046243498,109.54117647058824,107.53529411764706,227,19.626168224299064,0.25,False
41900172,2020-08-20,2020,playoff,Dennis Schroder,OKC,32,12,2,4,13,25.12405340773217,0.5046583850931676,0.5,0.948231920281588,3.6966290689615,4.64486098924308,0.881326046243498,109.54117647058824,107.53529411764706,227,25.12405340773217,0.5046583850931676,False
41900173,2020-08-22,2020,playoff,Dennis Schroder,OKC,39,23,9,3,29,33.25781466811312,0.537833827893175,0.4782608695652174,0.948231920281588,3.6966290689615,4.64486098924308,0.881326046243498,109.54117647058824,107.53529411764706,227,33.25781466811312,0.537833827893175,False
41900174,2020-08-24,2020,playoff,Dennis Schroder,OKC,31,16,7,2,30,28.93874643874644,0.7861635220125787,0.75,0.948231920281588,3.6966290689615,4.64486098924308,0.881326046243498,109.54117647058824,107.53529411764706,227,28.93874643874644,0.7861635220125787,False
41900175,2020-08-29,2020,playoff,Dennis Schroder,OKC,21,13,5,2,19,32.59280402137545,0.625,0.5769230769230769,0.948231920281588,3.6966290689615,4.64486098924308,0.881326046243498,109.54117647058824,107.53529411764706,227,32.59280402137545,0.625,False
41900176,2020-08-31,2020,playoff,Dennis Schroder,OKC,37,16,2,3,12,22.155633894764325,0.3554502369668246,0.3125,0.948231920281588,3.6966290689615,4.64486098924308,0.881326046243498,109.54117647058824,107.53529411764706,227,22.155633894764325,0.3554502369668246,False
41900177,2020-09-02,2020,playoff,Dennis Schroder,OKC,35,17,0,1,12,23.332616179001725,0.3529411764705882,0.3529411764705882,0.948231920281588,3.6966290689615,4.64486098924308,0.881326046243498,109.54117647058824,107.53529411764706,227,23.332616179001725,0.3529411764705882,False
41900172,2020-08-20,2020,playoff,Luguentz Dort,OKC,25,10,0,0,8,19.051414906337182,0.4,0.4,-5.49785750155279,6.75508037190328,1.25722287035049,0.375370292592106,109.54117647058824,107.53529411764706,174,19.051414906337182,0.4,False
41900173,2020-08-22,2020,playoff,Luguentz Dort,OKC,36,10,5,2,9,17.07663714879195,0.3688524590163934,0.3,-5.49785750155279,6.75508037190328,1.25722287035049,0.375370292592106,109.54117647058824,107.53529411764706,174,17.07663714879195,0.3688524590163934,False
41900174,2020-08-24,2020,playoff,Luguentz Dort,OKC,35,10,2,2,9,15.66096866096866,0.4136029411764705,0.45,-5.49785750155279,6.75508037190328,1.25722287035049,0.375370292592106,109.54117647058824,107.53529411764706,174,15.66096866096866,0.4136029411764705,False
41900175,2020-08-29,2020,playoff,Luguentz Dort,OKC,23,16,0,2,6,31.142770273205052,0.1875,0.1875,-5.49785750155279,6.75508037190328,1.25722287035049,0.375370292592106,109.54117647058824,107.53529411764706,174,31.142770273205052,0.1875,False
41900176,2020-08-31,2020,playoff,Luguentz Dort,OKC,20,9,2,5,13,30.67908902691511,0.6578947368421052,0.6666666666666666,-5.49785750155279,6.75508037190328,1.25722287035049,0.375370292592106,109.54117647058824,107.53529411764706,174,30.67908902691511,0.6578947368421052,False
41900177,2020-09-02,2020,playoff,Luguentz Dort,OKC,35,21,6,4,30,35.82852839931154,0.6345177664974619,0.6190476190476191,-5.49785750155279,6.75508037190328,1.25722287035049,0.375370292592106,109.54117647058824,107.53529411764706,174,35.82852839931154,0.6345177664974619,False
41900171,2020-08-18,2020,playoff,Nerlens Noel,OKC,8,3,0,0,2,16.822429906542055,0.3333333333333333,0.3333333333333333,-3.03539579342887,1.39852158137702,-1.63687421205185,0.05648568543877,109.54117647058824,107.53529411764706,85,16.822429906542055,0.3333333333333333,False
41900172,2020-08-20,2020,playoff,Nerlens Noel,OKC,18,4,0,0,4,10.584119392409546,0.5,0.5,-3.03539579342887,1.39852158137702,-1.63687421205185,0.05648568543877,109.54117647058824,107.53529411764706,85,10.584119392409546,0.5,False
41900174,2020-08-24,2020,playoff,Nerlens Noel,OKC,15,3,3,0,6,12.256410256410255,0.6944444444444444,0.6666666666666666,-3.03539579342887,1.39852158137702,-1.63687421205185,0.05648568543877,109.54117647058824,107.53529411764706,85,12.256410256410255,0.6944444444444444,False
41900175,2020-08-29,2020,playoff,Nerlens Noel,OKC,13,4,0,0,2,12.244166090319936,0.25,0.25,-3.03539579342887,1.39852158137702,-1.63687421205185,0.05648568543877,109.54117647058824,107.53529411764706,85,12.244166090319936,0.25,False
41900176,2020-08-31,2020,playoff,Nerlens Noel,OKC,17,2,0,1,2,7.276823772987455,0.5,0.5,-3.03539579342887,1.39852158137702,-1.63687421205185,0.05648568543877,109.54117647058824,107.53529411764706,85,7.276823772987455,0.5,False
41900177,2020-09-02,2020,playoff,Nerlens Noel,OKC,14,1,1,1,2,7.907164371772807,0.6944444444444444,1.0,-3.03539579342887,1.39852158137702,-1.63687421205185,0.05648568543877,109.54117647058824,107.53529411764706,85,7.907164371772807,0.6944444444444444,False
41900101,2020-08-18,2020,playoff,James Ennis III,ORL,31,5,3,0,11,8.636755130398836,0.870253164556962,0.8,0.096227780584427,-1.07666549503784,-0.980437714453413,0.700583293810859,108.74166666666667,106.96666666666664,118,8.636755130398836,0.870253164556962,False
41900102,2020-08-20,2020,playoff,James Ennis III,ORL,25,9,2,1,8,18.382259767687433,0.4048582995951417,0.3333333333333333,0.096227780584427,-1.07666549503784,-0.980437714453413,0.700583293810859,108.74166666666667,106.96666666666664,118,18.382259767687433,0.4048582995951417,False
41900103,2020-08-22,2020,playoff,James Ennis III,ORL,9,2,2,0,1,14.319526627218934,0.1736111111111111,0.0,0.096227780584427,-1.07666549503784,-0.980437714453413,0.700583293810859,108.74166666666667,106.96666666666664,118,14.319526627218934,0.1736111111111111,False
41900104,2020-08-24,2020,playoff,James Ennis III,ORL,23,8,2,1,6,18.442871587462083,0.3378378378378378,0.3125,0.096227780584427,-1.07666549503784,-0.980437714453413,0.700583293810859,108.74166666666667,106.96666666666664,118,18.442871587462083,0.3378378378378378,False
41900105,2020-08-29,2020,playoff,James Ennis III,ORL,30,11,0,4,9,21.008403361344534,0.4090909090909091,0.4090909090909091,0.096227780584427,-1.07666549503784,-0.980437714453413,0.700583293810859,108.74166666666667,106.96666666666664,118,21.008403361344534,0.4090909090909091,False
41900101,2020-08-18,2020,playoff,Khem Birch,ORL,14,2,2,0,4,8.714845140619436,0.6944444444444444,0.5,0.16307113996902,3.20555606982398,3.368627209793,0.287868877200188,108.74166666666667,106.96666666666664,89,8.714845140619436,0.6944444444444444,False
41900102,2020-08-20,2020,playoff,Khem Birch,ORL,18,3,2,0,5,9.104775313856624,0.6443298969072165,0.6666666666666666,0.16307113996902,3.20555606982398,3.368627209793,0.287868877200188,108.74166666666667,106.96666666666664,89,9.104775313856624,0.6443298969072165,False
41900103,2020-08-22,2020,playoff,Khem Birch,ORL,20,5,2,1,6,15.393491124260356,0.5102040816326531,0.4,0.16307113996902,3.20555606982398,3.368627209793,0.287868877200188,108.74166666666667,106.96666666666664,89,15.393491124260356,0.5102040816326531,False
41900104,2020-08-24,2020,playoff,Khem Birch,ORL,18,3,3,3,5,17.45974955277281,0.5787037037037037,0.3333333333333333,0.16307113996902,3.20555606982398,3.368627209793,0.287868877200188,108.74166666666667,106.96666666666664,89,17.45974955277281,0.5787037037037037,False
41900105,2020-08-29,2020,playoff,Khem Birch,ORL,19,1,2,1,4,6.368863334807608,1.0638297872340423,1.0,0.16307113996902,3.20555606982398,3.368627209793,0.287868877200188,108.74166666666667,106.96666666666664,89,6.368863334807608,1.0638297872340423,False
41900101,2020-08-18,2020,playoff,Nikola Vucevic,ORL,37,24,0,5,35,33.20408339988262,0.7291666666666666,0.7291666666666666,0.86395088019792,1.63572887932296,2.49967975952088,5.35329438388037,108.74166666666667,106.96666666666664,186,33.20408339988262,0.7291666666666666,False
41900102,2020-08-20,2020,playoff,Nikola Vucevic,ORL,35,23,4,3,32,33.50128224468246,0.6462035541195477,0.6086956521739131,0.86395088019792,1.63572887932296,2.49967975952088,5.35329438388037,108.74166666666667,106.96666666666664,186,33.50128224468246,0.6462035541195477,False
41900103,2020-08-22,2020,playoff,Nikola Vucevic,ORL,36,19,2,3,20,28.44017094017094,0.5030181086519115,0.4736842105263157,0.86395088019792,1.63572887932296,2.49967975952088,5.35329438388037,108.74166666666667,106.96666666666664,186,28.44017094017094,0.5030181086519115,False
41900104,2020-08-24,2020,playoff,Nikola Vucevic,ORL,38,20,3,1,31,25.21796441013088,0.7270168855534709,0.7,0.86395088019792,1.63572887932296,2.49967975952088,5.35329438388037,108.74166666666667,106.96666666666664,186,25.21796441013088,0.7270168855534709,False
